claim_id,case_id,title,source_page,claim_type,directness,independence_status,time_stated,location_stated,shape,color_brightness,motion,sound,duration,sensor,page_avg_confidence,review_status,source_quote,source_text_path
72,25,"342_HS1-416511228_319.1 Flying Discs 1949",10,witness_observation,not_assessed,not_assessed,,,object,,,,,,86.85,needs_human_review,"He called Sgt Faullmer who was on duty at the 1435rd National Guard Aireraft Control and Warn- ing Sqadron and reported the object, Sgt Faullmer reported that after reéeiving the call from Sgt Studeman he stepped outside of the office and he saw apparently the same object reported by Sgt Studeman, T/Sgt Mullen slso saw the same ob- ject, Sgt Mullen was at his home in the south end of Seattle at the time he saw the object and he reported the information to the CAA Control Tower at Boeing Pield, Seattle, Washington, who relayed the information to the McChord Flight Service Center, Both Sgt Faulkner and Sgt tudeman sew other air- craft in the air at the same time the circular object was 2 Restricted",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0010.txt
73,25,"342_HS1-416511228_319.1 Flying Discs 1949",11,witness_observation,not_assessed,not_assessed,,,,,,,,,81.58,needs_human_review,"TCM 452 235 August 1949 SUBJECT: Unidentified Flying Vbjects sighted and reported that it bore no resemblance to any air~ craft they had ever seen before.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0011.txt
74,25,"342_HS1-416511228_319.1 Flying Discs 1949",11,witness_observation,not_assessed,not_assessed,,,,,,,,,81.58,needs_human_review,"Weather at the time: Clear, visibility unre- stricted, Ge Names, occupations, and addresses of witnesses?",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0011.txt
75,25,"342_HS1-416511228_319.1 Flying Discs 1949",11,object_description,not_assessed,not_assessed,,,object,,,,,,81.58,needs_human_review,"ad, Photographs of objects, if available: Fhoto- graphs of objects are not available.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0011.txt
76,25,"342_HS1-416511228_319.1 Flying Discs 1949",11,object_description,not_assessed,not_assessed,,,object,,,,,,81.58,needs_human_review,"@s Sketches of object's configuration: Sketches of object's configuration are not avallables ff.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0011.txt
77,25,"342_HS1-416511228_319.1 Flying Discs 1949",11,object_description,not_assessed,not_assessed,,,object,,,,,,81.58,needs_human_review,"Object sighted: (1) Numbers One, (2) Shape: Similar to an F-84, (3) Sizet Similar to an Fe84, (4) Color: Similar to an P34, (5) Speeds: Similar to an F-04, (6) Heading: Object was heading from south to north, (7) Maneuverability: Object did not maneuver, 3",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0011.txt
78,25,"342_HS1-416511228_319.1 Flying Discs 1949",12,object_description,not_assessed,not_assessed,,,object,,,,,,86.65,needs_human_review,"e Restricted @ TOM 452 25 August 1949 SUBJECT: Unidentified flying Objects (S) Altitude: Object was estimated four (4) to five (5) thousand feet, o Pay ” a?",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0012.txt
79,25,"342_HS1-416511228_319.1 Flying Discs 1949",12,object_description,not_assessed,not_assessed,,,,,,Sound,,,86.65,needs_human_review,"(9) Sound: Wo sound was heards (10) Exhaust trail or not: Wo exhaust trail : ; was noted, ge Mr» Prieman, an Air Route Traffic Controller, was on duty eat the Seattle Air Route Traffic Control Center at the Seattle-Tacoma Airport and noticed what appeared to be a jet aircraft in the direction of the Olympic Mountains at an estimated distance of twenty (20) to thirty (30) miles away, He brought this to the attention of Mr, Watson who was the senior controller on duty, ‘Since they were aware that no jet units were stationed within this area they noti- fied the McChord Flight Service Center, The dispatcher on duty at the McChord Flight Service Center did not have a flight plan on any jet aircraft or fighter type aircraft in this area and made a check of all the military bases within the area to determine if any jet or fighter type aircraft were flying locally from their bases.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0012.txt
80,25,"342_HS1-416511228_319.1 Flying Discs 1949",12,witness_observation,not_assessed,not_assessed,,,object,,,,,,86.65,needs_human_review,"Watson both reported that they were definite that the object sighted displayed visual characteristics of a jet fighter and that its speed was such to lead them to believe it was a jet aircraft.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0012.txt
81,25,"342_HS1-416511228_319.1 Flying Discs 1949",14,object_description,not_assessed,not_assessed,,,,,,,,,76.98,needs_human_review,"a i 1 MAXWELL FLIGHT SERVICE CENTER - j MAXWELL AIR FORCE BASE, ALABAMA em F 300 16 August 1949 1.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0014.txt
82,25,"342_HS1-416511228_319.1 Flying Discs 1949",14,object_description,not_assessed,not_assessed,,,object,,,,,,76.98,needs_human_review,"An unidentified flying object was sighted over Greenville, &.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0014.txt
83,25,"342_HS1-416511228_319.1 Flying Discs 1949",14,witness_observation,not_assessed,not_assessed,,,object,,moving,,,,76.98,needs_human_review,"The unidentified object wes cescribed by the witnesses ss round, fairly large, grey, moving in a northeasterly cirection at an undetermined was estimated to be 5000 feet or less.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0014.txt
84,25,"342_HS1-416511228_319.1 Flying Discs 1949",14,motion,not_assessed,not_assessed,,,,,moving,,,,76.98,needs_human_review,"The maneuversbility is not known, but it appeared to be moving et a constant speed and altitude.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0014.txt
85,25,"342_HS1-416511228_319.1 Flying Discs 1949",15,object_description,not_assessed,not_assessed,,,,,,,,,78.21,needs_human_review,"ee b ELEN 2 beet » ES : = MCCHORD FLIGHT SERVICE CENTER BES ee, tr .",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0015.txt
86,25,"342_HS1-416511228_319.1 Flying Discs 1949",15,object_description,not_assessed,not_assessed,,,object,,,,,,78.21,needs_human_review,"es Washington — rare ae toll ey Cc) o “i SUBJECT: Unidentified Flying Objects : Air Materiel Command Wright-Patterson AF Base, Ohio le The following report of sighting unidentified fly- ing objects is submitted: a.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0015.txt
87,25,"342_HS1-416511228_319.1 Flying Discs 1949",15,witness_observation,not_assessed,not_assessed,,,,,,,,,78.21,needs_human_review,"cs Names, occupations, and addresses of witnesses: Bill Miller, civilian commercial pilot, & 411 Cerahan, Spokane, Washington, Phone Humber Lakeview 79336 dG.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0015.txt
88,25,"342_HS1-416511228_319.1 Flying Discs 1949",15,object_description,not_assessed,not_assessed,,,object,,,,,,78.21,needs_human_review,"Photographs of objects, if available; Photo- graphs of ebjects wore not avallables Ge Sketches of object's configuration: Sketches of object's configuration were not avallablie.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0015.txt
89,25,"342_HS1-416511228_319.1 Flying Discs 1949",15,object_description,not_assessed,not_assessed,,,object,,,,,,78.21,needs_human_review,"Objects sighted: (1) Number: eight.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0015.txt
90,25,"342_HS1-416511228_319.1 Flying Discs 1949",16,object_description,not_assessed,not_assessed,,,object,,,,,EO,65.5,needs_human_review,"4 PS Pe eo a ree 2 Kay EEE wwe @ RESTRICTED ® RR ee BO Been bed TCM 452 28 July 1949 SUBJECT: Unidentified Flying Objects (5) Speed: Much faster than a B29.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0016.txt
91,25,"342_HS1-416511228_319.1 Flying Discs 1949",16,object_description,not_assessed,not_assessed,,,object,,,,,,65.5,needs_human_review,"Miller ree ported he saw a formation of eight (8) dish shaped objects, each larger than a B-29, traveling in the same direction as the B-29 and at a much greater speed.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0016.txt
92,25,"342_HS1-416511228_319.1 Flying Discs 1949",16,witness_observation,not_assessed,not_assessed,,,,,,,,,65.5,needs_human_review,"Miller stated that he had not been drinking and had good visions he Mr.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0016.txt
93,25,"342_HS1-416511228_319.1 Flying Discs 1949",16,object_description,not_assessed,not_assessed,,,,,,,,,65.5,needs_human_review,"who forwarde¢ it to Seattle Air Route Traffic Control Cen= ter who in turn forwarded the report to the McChord Flight Service Center.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0016.txt
94,25,"342_HS1-416511228_319.1 Flying Discs 1949",18,object_description,not_assessed,not_assessed,,,object,,,,,,78.25,needs_human_review,"&) 4 a} Ore z j 5 = e ~ at dl ‘ u a “ @ h wy 8 Ua LE Oe FI ® \ Sa NeChord Air Force Base Washington TCM 452 10 August 1949 BIECT: Unidentified Flying Objects TOs Commanding General Air Materiel Command iright-Patterson AP Base, Ohio ATTENTIONS WC TAXO@3 le The following report of sighting of unidentified fly- ing objects is submitted: fi» Location and time of sighting: ast and southe east of Medford, Oregon, 1120P to 1250P, & August 1949.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0018.txt
95,25,"342_HS1-416511228_319.1 Flying Discs 1949",18,witness_observation,not_assessed,not_assessed,,,,,,,,,78.25,needs_human_review,"be Weather at the time: Sky clear, visibility thirty (30) miless Ce Namos, occupations, and addresses of witnesses; (1) Corporal BE.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0018.txt
96,25,"342_HS1-416511228_319.1 Flying Discs 1949",19,object_description,not_assessed,not_assessed,,,object,,,,,,80.27,needs_human_review,"Photographs of objects if available: Photo- & & graphs of objects are not available.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0019.txt
97,25,"342_HS1-416511228_319.1 Flying Discs 1949",19,object_description,not_assessed,possible_independent,,,object,,,,,,80.27,needs_human_review,"6, Sketches of object's configuration: Sketches of object's configuration are not avyallables ff, Objects sighted: (1) Number: Varying from one (1) to seven (7).",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0019.txt
98,25,"342_HS1-416511228_319.1 Flying Discs 1949",19,object_description,not_assessed,not_assessed,,,object,,,,,,80.27,needs_human_review,"(6) Heading: Objects did not hold any specific : .",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0019.txt
99,25,"342_HS1-416511228_319.1 Flying Discs 1949",19,object_description,not_assessed,not_assessed,,,object,,,,,,80.27,needs_human_review,"(7) Maneuverability: Objects maneuvered hori- zontally but not vertically.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0019.txt
100,25,"342_HS1-416511228_319.1 Flying Discs 1949",19,object_description,not_assessed,not_assessed,,,object,,,,,,80.27,needs_human_review,"(8) Altitudes Very high, {9} Sounds Wone, (10) @ehaust trail or nots None, Ze General remarks: Personnel from Medford Airways first sighted the objects and notified Medford Tower and Med-e ford Radio, Personnel from Medford Radio used the theodalite to get a better look at the objects, Personnel from Medford Tower used binoculars and were able to distinguish wings on (ONAL",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0019.txt
101,25,"342_HS1-416511228_319.1 Flying Discs 1949",20,object_description,not_assessed,not_assessed,,,object,,,,,,78.47,needs_human_review,"1949 SUBJECT: Unidentified Flying Vbjects the objects but no further identification could be detected, The objects would fly formation for a while and then break off and reform in a trail formetion, They would disappear for short periods and then reappear in the same general areas, Objects were visible to the unaided eye only when they re- flected the sun's rayse § ART rT.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0020.txt
102,25,"342_HS1-416511228_319.1 Flying Discs 1949",20,object_description,not_assessed,not_assessed,,,,,,,,,78.47,needs_human_review,"7 TV a Ay Lte COle, USAP Comnanding Copies furnished: Chief of Staff, USAF Commander, MATS Commanding Officer, Flight Service G44 ag Ne |p 3 ™ bp afte eee Rare at — LOY Creiiawee |",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0020.txt
103,25,"342_HS1-416511228_319.1 Flying Discs 1949",25,object_description,not_assessed,not_assessed,,,object,,,,,,78.75,needs_human_review,"MCCHORD PLIGHT SERVICE CENTER : MeChord Air Force Base Washington ""CM 452 1 August 1949 BJECTR Unidentified Flying Objects Comaanding General Air Materiel Command WrightePatterson AF Base, Ohio ATTENTIONS MOTAXO=-S le The following report of sighting of unidentified fly- ing objects is submitted: ie @ Location and time of sightinc: In the vicinity of Portland, Oregon, Troutdale, Oregon, and Mount Hood, Oregon, from 2100P to 2130P; 30 July 1949.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0025.txt
104,25,"342_HS1-416511228_319.1 Flying Discs 1949",25,witness_observation,not_assessed,not_assessed,,,,,,,,,78.75,needs_human_review,"be Weather at the time: Sky clear, visibility un- Limited, Ce Names, Occupations, and addresses of witnesses: : (1) Captain Thrush, pilot Northwest Airlines, address Northwest Airlines Digpateh Office, Porfland, Oregon, (2) Robert Henery, CAA Tower Operator, Portland Airport, Box iso7, Portland, Oregons (3) He We Penhallegan, Civilian Instructor Pilot Western Skyways, Troutdale, Oregon, 4422 $e Brookland, Portland G, Oregors (4) Be Je Brasford, CAA Tower Operator, Porte land Airport, Box 1507, Portlend, Oregon.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0025.txt
105,25,"342_HS1-416511228_319.1 Flying Discs 1949",25,witness_observation,not_assessed,not_assessed,,,object,,,,,,78.75,needs_human_review,"li, Brasford has tho names and addressed of four other witnesses of this sightings Gd, Photographs of objects, if available: Photo- graphs of objects are not avallables",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0025.txt
106,25,"342_HS1-416511228_319.1 Flying Discs 1949",26,witness_observation,not_assessed,not_assessed,,,light,white,,,,,84.6,needs_human_review,"ey + « ® «ar oe SUBJECT: Unidentified Plying Yb jects Captain Thrush, the pilot of a Northwest Airline Mertin 202, reported that while epproaching Portland from the east he noticed what appeared tobe an aircraft displaying two ved lights and one white Light, Since this was nonstand~ erd lighting Captain Thrush watehed the object very closely.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0026.txt
107,25,"342_HS1-416511228_319.1 Flying Discs 1949",26,witness_observation,not_assessed,not_assessed,,,light,red,,,,,84.6,needs_human_review,"His sighting of this object was at 2110 at an altitude of six (6) thousand feet and he was espproximately five (5) miles west of Stevenson, Washington, He reported that the object was behind hii end slightly to the left and maintained thet same position until Troutdale, nen over Troutdale Captain Captein Thrush turned one Imndred and eighty (160) degrees and attempted to intercept the flying object displaying the two red lights and one white light that had been following him, He reported that this object then turned to the southe east and appeared to pull away from him quite easily.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0026.txt
