record_index,redaction,release_date,title,type,video_pairing,pdf_pairing,description,dvids_video_id,video_title,agency,incident_date,incident_location,asset_url,modal_image,local_path,local_filename,local_size,sha256
11,,5/8/26,65_HS1-834228961_62-HQ-83894_Serial_164,PDF,,,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July 1968. The records include high-profile incident accounts, photographic evidence from sites like Oak Ridge, TN, and technical proposals regarding potential propulsion systems. Additional topics include convention programs, researcher accounts, and extensive media coverage from the period.  This file is partially posted on FBI vault with more redactions and some pages missing.  Included here is the complete case file with several newly declassified pages and only minor redactions.",,,FBI,N/A,N/A,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_serial_164.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/65_hs1-834228961_62-hq-83894_serial_164.jpg,./pdfs/65_hs1-834228961_62-hq-83894_serial_164.pdf,65_hs1-834228961_62-hq-83894_serial_164.pdf,30938461,879e35dffa0b4a126fc114f6f402a2ca398bd0b6e4718e12f377e7a65e1a3170
12,,5/8/26,65_HS1-834228961_62-HQ-83894_Serial_220,PDF,,,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July 1968. The records include high-profile incident accounts, photographic evidence from sites like Oak Ridge, TN, and technical proposals regarding potential propulsion systems. Additional topics include convention programs, researcher accounts, and extensive media coverage from the period.  This file is partially posted on FBI vault with more redactions and some pages missing.  Included here is the complete case file with several newly declassified pages and only minor redactions.",,,FBI,N/A,N/A,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_serial_220.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/65_hs1-834228961_62-hq-83894_serial_220.jpg,./pdfs/65_hs1-834228961_62-hq-83894_serial_220.pdf,65_hs1-834228961_62-hq-83894_serial_220.pdf,8421314,7899c7229a9c410bcc2ca0164c5a229c89c4ec9a31ead8824cdb8f5f501a605b
13,,5/8/26,65_HS1-834228961_62-HQ-83894_Serial_403,PDF,,,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July 1968. The records include high-profile incident accounts, photographic evidence from sites like Oak Ridge, TN, and technical proposals regarding potential propulsion systems. Additional topics include convention programs, researcher accounts, and extensive media coverage from the period.  This file is partially posted on FBI vault with more redactions and some pages missing.  Included here is the complete case file with several newly declassified pages and only minor redactions.",,,FBI,N/A,N/A,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_serial_403.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/65_hs1-834228961_62-hq-83894_serial_403.jpg,./pdfs/65_hs1-834228961_62-hq-83894_serial_403.pdf,65_hs1-834228961_62-hq-83894_serial_403.pdf,5745008,5cb3c74eecbafa0fb9d961ab173a1de54a89cbf430b55bdf144475c341413acf
14,,5/8/26,65_HS1-834228961_62-HQ-83894_Serial_438,PDF,,,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July 1968. The records include high-profile incident accounts, photographic evidence from sites like Oak Ridge, TN, and technical proposals regarding potential propulsion systems. Additional topics include convention programs, researcher accounts, and extensive media coverage from the period.  This file is partially posted on FBI vault with more redactions and some pages missing.  Included here is the complete case file with several newly declassified pages and only minor redactions.",,,FBI,N/A,N/A,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_serial_438.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/65_hs1-834228961_62-hq-83894_serial_438.jpg,./pdfs/65_hs1-834228961_62-hq-83894_serial_438.pdf,65_hs1-834228961_62-hq-83894_serial_438.pdf,15143657,9a98bf803016c9a2252c03ea960d61d0e35652c88a9098018ebf8f953141c9a8
15,,5/8/26,65_HS1-834228961_62-HQ-83894_Serial_449,PDF,,,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July 1968. The records include high-profile incident accounts, photographic evidence from sites like Oak Ridge, TN, and technical proposals regarding potential propulsion systems. Additional topics include convention programs, researcher accounts, and extensive media coverage from the period.  This file is partially posted on FBI vault with more redactions and some pages missing.  Included here is the complete case file with several newly declassified pages and only minor redactions.",,,FBI,N/A,N/A,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_serial_449.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/65_hs1-834228961_62-hq-83894_serial_449.jpg,./pdfs/65_hs1-834228961_62-hq-83894_serial_449.pdf,65_hs1-834228961_62-hq-83894_serial_449.pdf,12499481,beab1e97edc095b41bac00f3da2909e9fe252a6a3c623f46a83496bf7f4ed13b
16,,5/8/26,65_HS1-834228961_62-HQ-83894_SUB_A,PDF,,,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July 1968. The records include high-profile incident accounts, photographic evidence from sites like Oak Ridge, TN, and technical proposals regarding potential propulsion systems. Additional topics include convention programs, researcher accounts, and extensive media coverage from the period.  This file is partially posted on FBI vault with more redactions and some pages missing.  Included here is the complete case file with several newly declassified pages and only minor redactions.",,,FBI,N/A,N/A,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_sub_a.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/65_hs1-834228961_62-hq-83894_sub_a.jpg,./pdfs/65_hs1-834228961_62-hq-83894_sub_a.pdf,65_hs1-834228961_62-hq-83894_sub_a.pdf,49325139,35995afc0d3986fffe9ca48b82d7712fcc7942e3e13ce554aac845302b5b1862
17,,5/8/26,18_100754_ General 1946-7_Vol_2,PDF,,,This file contains memorandums and correspondence related to flying disc/saucer sightings and that those are a matter of concern for the Air Materiel Command.,,,Department of War,12/30/47,N/A,https://www.war.gov/medialink/ufo/release_1/18_100754_ general 1946-7_vol_2.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/18_100754_ general 1946-7_vol_2.jpg,./pdfs/18_100754_ general 1946-7_vol_2.pdf,18_100754_ general 1946-7_vol_2.pdf,61464225,85d659d6b2208610ac55e6c82cfed0315002f4b6d43963a29fb8e973258bfdd2
18,,5/8/26,18_6369445_General_1948_Vol_1,PDF,,,"This file contains memorandums, correspondence, and forms related to the reporting of information on flying discs and investigations into sightings.",,,Department of War,6/15/48,N/A,https://www.war.gov/medialink/ufo/release_1/18_6369445_general_1948_vol_1.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/18_6369445_general_1948_vol_1.jpg,./pdfs/18_6369445_general_1948_vol_1.pdf,18_6369445_general_1948_vol_1.pdf,65878977,34d59dc7578ffe7e072a6164c6050f45cff30b634313a87141c0886aa93d15c7
19,TRUE,5/8/26,255_413270_UFO's_and_Defense_What_Should_we_Prepare_For,PDF,,,"This file contains an independent report on UFOs written by the French association COMETA (previously published in the French magazine VDS in 1999), which details the results of a study by the Institute of Higher Studies for National Defence. The file also includes a letter from Carol Rosin in which she notes that she was spokesperson for von Braun during the last years of his life.",,,NASA,,N/A,https://www.war.gov/medialink/ufo/release_1/255_413270_ufo's_and_defense_what_should_we_prepare_for.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/255_413270_ufo's_and_defense_what_should_we_prepare_for.jpg,./pdfs/255_413270_ufo's_and_defense_what_should_we_prepare_for.pdf,255_413270_ufo's_and_defense_what_should_we_prepare_for.pdf,33457869,2af37a8e08174de45b12ee3acc628736a3a36c5d95edd6c2c17f0bf6ccf1431e
20,,5/8/26,"NASA-UAP-D3, Gemini 7 Transcript, 1965",PDF,,,"Gemini 7 was the tenth crewed American spaceflight. This document is a transcript of communications between the flight crew, Astronauts James “Jim” Lovell and Frank Borman, and the Manned Flight Center (now known as Johnson Space Center) in Houston, Texas. The transcript begins with Borman’s report of a “bogey,” contemporary nomenclature for an unknown aircraft, as well as a debris field. Borman described the debris field as consisting of “very, very many […] hundreds of little particles.” He estimated the particles’ distance from the spacecraft to be four miles. Lovell described observing a “brilliant body in the sun against a black background with trillions of particles on it.”
This document also includes handwritten notes documenting the encounter, annotated with the phrase “UFO Sighting by Borman” in the top right corner.",,,NASA,12/5/65,Low Earth Orbit,https://www.war.gov/medialink/ufo/release_1/255_t_763_r1b_transcripts.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/255_t_763_r1b_transcripts.jpg,./pdfs/255_t_763_r1b_transcripts.pdf,255_t_763_r1b_transcripts.pdf,328211,73cb8f0dc879a38811d9d745c11771263e112ec12a0e6bbabc27b9f781ddb74b
21,,5/8/26,"NASA-UAP-D3A, Gemini 7 Audio Excerpt, 1965",VID,,,"This audio recording contains air to ground communications and the NASA Public Affairs audio feed with commentary, recorded during the flight of the Gemini 7 mission. In this excerpted segment of audio, Astronaut Frank Borman reports to NASA mission control in Houston his sighting of an unidentified object, which he referred to as a ""bogey."" This sighting occurred on December 5, 1965. The dialogue includes Borman's initial report, as well as additional comments by Astronaut Jim Lovell, Borman's fellow crew member.",1006119,,NASA,12/5/65,Low Earth Orbit,,,./videos/mp4/1006119-nasa-uap-d3a-gemini-7-audio-excerpt-1965.mp4,1006119-nasa-uap-d3a-gemini-7-audio-excerpt-1965.mp4,12482870,767e0635bfbf86fdff123af1700fc76058476659dc2dec36740f02d7467b4456
22,,5/8/26,331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents,PDF,,,"This file contains SHAEF messages and memorandums related to ""night phenomena (foofighters),"" flak rockets, unidentified cylindrical objects, and blinking lights. The documents include multiple references to the observations of the 415th Night Fighter Squadron.",,,Department of War,3/18/45,Germany,https://www.war.gov/medialink/ufo/release_1/331_120752_numeric_files_1944–1945_37153_german_armament_equipment_documents.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/331_120752_numeric_files_1944–1945_37153_german_armament_equipment_documents.jpg,./pdfs/331_120752_numeric_files_1944–1945_37153_german_armament_equipment_documents.pdf,331_120752_numeric_files_1944–1945_37153_german_armament_equipment_documents.pdf,15892720,cc709f89f3f3de832ee3979817a3c716727dd03c2f4fe26a545f1904b29fd467
23,,5/8/26,341_110448_Records_Relating_to_the_Collection_and_Dissemination_of_Intelligence_1948-1955-TS_CONT_No.2_2-5300-2-5399,PDF,,,An Air Force intelligence report from November 1948 relating to unidentified flying objects and flying saucers.,,,Department of War,11/8/48,Netherlands,https://www.war.gov/medialink/ufo/release_1/341_110448_records_relating_to_the_collection_and_dissemination_of_intelligence_1948-1955-ts_cont_no.2_2-5300-2-5399.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/341_110448_records_relating_to_the_collection_and_dissemination_of_intelligence_1948-1955-ts_cont_no.2_2-5300-2-5399.jpg,./pdfs/341_110448_records_relating_to_the_collection_and_dissemination_of_intelligence_1948-1955-ts_cont_no.2_2-5300-2-5399.pdf,341_110448_records_relating_to_the_collection_and_dissemination_of_intelligence_1948-1955-ts_cont_no.2_2-5300-2-5399.pdf,9888054,45b2fdb6c919cd8ed9c4406f4d60c7add073669dff5a5497595d4ecf08d72073
24,,5/8/26,"341_110677_Numerical_File,_5-2500",PDF,,,"Air Intelligence Information Report, 14 October 1955, Report of eye witness account of the ascent and flight of a unconventional aircraft in the trans-Caucasus region on the USSR.",,,Department of War,10/14/55,Azerbaijan,https://www.war.gov/medialink/ufo/release_1/341_110677_numerical_file_5-2500.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/341_110677_numerical_file_5-2500.jpg,./pdfs/341_110677_numerical_file_5-2500.pdf,341_110677_numerical_file_5-2500.pdf,57343984,2cbbb33f9917d45c8b6009ee6ec5b958bc9c7d28b4a0f04edd261e7bf2f3d2f6
25,,5/8/26,342_HS1-416511228_319.1 Flying Discs 1949,PDF,,,"This file primarily contains incident reports on Unidentified Flying Objects (UFOs) written in compliance with the 1948 Flight Service Regulation (FSR) 200-4. The incidents were witnessed by military sources, as well as well as by some Civilian Aviation Authority (CAA) ones. The reports typically include information such as dates, locations, weather, and altitude, plus detailed descriptions of appearance and movement. Some messages from the Military Air Transport Service (MATS) and Army Airways Communications System (AACS) are also included, as well as additional military intelligence reports, several diagrams, and a report from a weather station in Japan.",,,Department of War,1/9/50,N/A,https://www.war.gov/medialink/ufo/release_1/342_hs1-416511228_box186_319.1-flying-discs-1949.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/342_hs1-416511228_box186_319.1-flying-discs-1949.jpg,./pdfs/342_hs1-416511228_box186_319.1-flying-discs-1949.pdf,342_hs1-416511228_box186_319.1-flying-discs-1949.pdf,123253043,707639e26003ce0c4f317b379626092d56af0f5a73db52cd91d4af184009c515
26,,5/8/26,38_143685_box_Incident_Summaries_101-172,PDF,,,"Each of these incident summaries includes a ""Check-List - Unidentified Flying Objects"" that contains details about the incident. Many summaries also include witness lists or statements and other narrative reports or descriptions.",,,Department of War,N/A,N/A,https://www.war.gov/medialink/ufo/release_1/38_143685_box7_incident_summaries_101-172.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/38_143685_box7_incident_summaries_101-172.jpg,./pdfs/38_143685_box7_incident_summaries_101-172.pdf,38_143685_box7_incident_summaries_101-172.pdf,242733260,f4b5cf6a93fe47c09123ce53706e430c814229ed688a49a96244a90b4bcf3e05
27,,5/8/26,38_143685_box_Incident_Summaries_173-233,PDF,,,"Each of these incident summaries includes a ""Check-List - Unidentified Flying Objects"" that contains details about the incident. Many summaries also include witness lists or statements and other narrative reports or descriptions.",,,Department of War,N/A,N/A,https://www.war.gov/medialink/ufo/release_1/38_143685_box7_incident_summaries_173-233.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/38_143685_box7_incident_summaries_173-233.jpg,./pdfs/38_143685_box7_incident_summaries_173-233.pdf,38_143685_box7_incident_summaries_173-233.pdf,49382924,1d9722f764878359c73135f82b12608f1267eaf90d274c7d5775ab43bc9a289c
28,,5/8/26,38_143685_box7_Incident_Summaries_1-100,PDF,,,"Each of these incident summaries includes a ""Check-List - Unidentified Flying Objects"" that contains details about the incident. Many summaries also include witness lists or statements and other narrative reports or descriptions.",,,Department of War,N/A,N/A,https://www.war.gov/medialink/ufo/release_1/38_143685_box7_incident_summaries_1-100.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/38_143685_box7_incident_summaries_1-100.jpg,./pdfs/38_143685_box7_incident_summaries_1-100.pdf,38_143685_box7_incident_summaries_1-100.pdf,247087612,13d1805bd1725b38174a328ddf34db564228163768a9082ddd59bca3780fc10e
29,,5/8/26,59_214434_SP 16 [7.18.1963],PDF,,,"This memorandum, dated July 18, 1963, from the Executive Office of the President, National Aeronautics and Space Council, relates to thoughts on the space alien race question. Included are details relating to plans if alien intelligence is discovered, expanding scientific knowledge, the possibility of life on Mars, and diplomatic policy.",,,Department of State,7/18/63,N/A,https://www.war.gov/medialink/ufo/release_1/59_214434_sp_16_[7.18.1963].pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/59_214434_sp_16_[7.18.1963].jpg,./pdfs/59_214434_sp_16_[7.18.1963].pdf,59_214434_sp_16_[7.18.1963].pdf,1598931,aba3ec3b8ef0240364308cf046ccbfcd252c5a5d7ef470d696b72c1f41b2502d
30,,5/8/26,59_64634_711.5612[7-2852,PDF,,,"This two page memorandum, dated July 18, 1952, relates to increased reports of unidentified flying objects (UFOs). Included in the record are possible explanations of increased sightings, such as technological improvements, historical records of UFOs, and U.S. Air Force opinions on UFOs.",,,Department of State,7/18/52,N/A,https://www.war.gov/medialink/ufo/release_1/59_214434_sp_16_7.18.1963.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/59_214434_sp_16_7.18.1963.jpg,./pdfs/59_214434_sp_16_7.18.1963.pdf,59_214434_sp_16_7.18.1963.pdf,1598931,aba3ec3b8ef0240364308cf046ccbfcd252c5a5d7ef470d696b72c1f41b2502d
31,,5/8/26,65_HS1-101634279_100-DE-18221_Serial_844,PDF,,,"An FBI memo from 1958 reporting a UFO sighting by a Detroit man who described a ""circular object with a crystal-type dome,"" and recommending that the information be forwarded to ""proper air force authorities.""",,,FBI,4/17/58,"Detroit, MI",https://www.war.gov/medialink/ufo/release_1/65_hs1-101634279_100-de-18221_serial_844.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/65_hs1-101634279_100-de-18221_serial_844.jpg,./pdfs/65_hs1-101634279_100-de-18221_serial_844.pdf,65_hs1-101634279_100-de-18221_serial_844.pdf,677153,17e13c53b0cc0c3122b4d14d5b74a6cf8fda907179a9f8f8fea506c90c8fe09c
